episode,step,potato_index,angle,x,y,reward,tower_height,contacts,dx,dy,potatoes_used
215,3,3,300.0,276.91,471.32,81.32,28.71,2,55.18,-25.33,3
215,4,1,300.0,333.14,445.96,103.71,28.71,2,35.66,-32.84,4
216,1,0,30.0,400.00,500.00,73.39,26.69,1,0.00,0.00,1
216,2,1,180.0,390.00,473.31,43.55,25.20,1,82.70,1.52,2
216,4,3,0.0,472.49,474.80,60.82,25.24,1,2.17,-46.15,3
217,1,2,330.0,400.00,500.00,85.36,32.68,1,0.00,0.00,1
217,2,3,0.0,428.22,467.32,64.17,32.65,1,3.44,-52.26,2
217,3,0,180.0,432.34,415.08,75.61,32.66,1,1.39,-47.17,3
217,4,1,180.0,434.71,368.05,86.11,32.84,1,1.72,-46.09,4
218,1,1,240.0,400.00,500.00,72.14,26.07,1,0.00,0.00,1
218,2,3,210.0,377.07,473.93,89.56,34.85,2,43.17,-7.52,2
218,3,4,330.0,314.29,457.63,54.96,32.21,1,142.08,-5.21,3
218,4,2,330.0,173.20,457.50,-14911.30,-6718.15,0,564.32,6760.65,4
219,1,3,60.0,400.00,500.00,66.52,28.26,1,0.00,0.00,1
219,2,1,240.0,362.11,471.74,55.34,28.28,1,5.64,-50.40,2
219,3,4,150.0,355.35,421.32,43.72,28.29,1,131.21,33.08,3
219,5,2,90.0,491.41,456.01,74.47,28.29,1,2.45,-58.09,4
220,1,3,60.0,400.00,500.00,66.52,28.26,1,0.00,0.00,1
220,2,2,0.0,362.11,471.74,55.15,28.26,1,2.29,-54.58,2
220,4,0,240.0,363.29,417.16,66.23,28.27,1,2.91,-48.71,3
221,1,1,120.0,400.00,500.00,62.59,26.30,1,0.00,0.00,1
221,3,0,120.0,431.38,473.70,54.58,26.31,1,0.41,-39.81,2
221,4,3,330.0,430.89,433.88,61.24,26.35,1,2.06,-55.17,3
221,5,4,270.0,430.54,378.76,69.21,26.37,1,59.88,7.80,4
222,1,3,270.0,400.00,500.00,125.81,47.91,1,0.00,0.00,1
222,3,0,150.0,400.01,452.09,119.93,47.91,1,4.34,-64.02,2
222,4,4,330.0,397.77,388.07,69.69,32.66,1,70.35,-7.75,3
222,5,2,150.0,284.93,459.59,92.27,32.75,2,77.98,-38.20,4
223,1,4,60.0,400.00,500.00,85.48,37.74,1,0.00,0.00,1
223,2,0,120.0,459.06,462.26,23.26,24.81,1,168.88,12.93,2
223,3,3,90.0,291.23,475.19,54.10,24.82,1,11.12,-66.61,3
224,1,1,30.0,400.00,500.00,68.44,24.22,1,0.00,0.00,1
224,2,4,180.0,388.80,475.78,30.80,24.22,1,118.39,-19.85,2
224,4,0,270.0,270.00,455.93,58.03,24.22,1,0.36,-51.69,3
224,5,3,30.0,269.88,404.23,18.58,24.22,1,232.54,66.80,4
225,1,1,210.0,400.00,500.00,75.79,25.95,1,0.00,0.00,1
225,2,3,120.0,393.89,474.05,68.86,27.14,2,57.66,-19.48,2
225,4,2,180.0,444.74,453.38,48.13,26.22,1,108.44,13.09,3
225,5,0,0.0,554.88,467.36,71.56,26.22,1,6.59,-47.82,4
226,1,3,30.0,400.00,500.00,77.15,28.57,1,0.00,0.00,1
226,2,1,180.0,383.64,471.43,73.66,28.57,1,15.06,-45.45,2
226,3,2,300.0,398.62,425.98,89.99,28.61,1,5.82,-51.02,3
227,1,0,270.0,400.00,500.00,72.25,24.72,1,0.00,0.00,1
227,2,3,330.0,392.81,475.28,37.12,24.73,1,108.45,-3.26,2
227,3,4,150.0,503.65,472.01,54.64,24.73,1,19.12,-55.03,3
227,5,1,180.0,485.72,416.81,53.81,24.79,1,92.52,36.31,4
228,1,2,210.0,400.00,500.00,85.63,31.11,1,0.00,0.00,1
228,2,1,180.0,393.40,468.89,85.03,31.13,1,0.59,-49.72,2
228,3,4,90.0,392.83,419.15,68.99,31.14,1,65.23,1.21,3
228,4,0,300.0,278.16,458.82,96.60,31.16,2,29.32,-49.24,4
229,1,2,270.0,400.00,500.00,92.56,31.28,1,0.00,0.00,1
229,2,4,180.0,400.01,468.72,89.45,31.29,1,0.88,-59.01,2
229,3,0,210.0,398.85,409.71,106.51,31.31,1,1.34,-60.90,3
230,1,4,210.0,400.00,500.00,91.83,35.92,1,0.00,0.00,1
230,2,0,120.0,415.97,464.08,33.23,27.37,1,149.03,8.53,2
230,3,3,300.0,272.79,472.63,60.78,27.38,1,51.05,-18.91,3
231,1,0,270.0,400.00,500.00,72.25,24.72,1,0.00,0.00,1
231,2,4,270.0,392.81,475.28,44.95,24.72,1,55.31,-17.17,2
231,3,2,180.0,335.81,458.11,71.10,24.73,2,82.57,9.30,3
231,5,1,240.0,248.87,467.36,57.35,24.73,1,102.99,7.62,4
232,1,4,240.0,400.00,500.00,101.68,35.87,1,0.00,0.00,1
232,2,1,270.0,400.05,464.13,33.13,24.83,1,121.58,11.04,2
232,3,2,180.0,518.37,475.17,41.38,24.84,1,134.49,-6.95,3
232,4,0,270.0,652.87,468.22,68.72,24.84,1,7.18,-47.57,4
233,1,2,180.0,400.00,500.00,86.31,31.56,1,0.00,0.00,1
233,3,1,90.0,406.82,468.44,85.62,31.57,1,3.77,-60.32,2
233,4,3,330.0,404.70,408.11,49.13,24.60,1,96.93,-3.40,3
233,5,0,150.0,231.11,472.00,69.35,24.60,1,2.02,-47.24,4
234,1,2,240.0,400.00,500.00,83.56,31.78,1,0.00,0.00,1
234,2,1,30.0,414.31,468.22,46.13,27.03,1,84.90,4.75,2
234,4,3,30.0,328.66,472.97,50.31,27.25,1,99.49,-21.51,3
234,5,0,90.0,228.89,451.23,69.77,26.93,1,4.97,-65.47,4
235,1,2,60.0,400.00,500.00,84.42,32.21,1,0.00,0.00,1
235,3,0,270.0,413.31,467.79,77.49,32.20,1,8.08,-47.04,2
235,4,3,30.0,405.88,420.76,51.52,31.08,1,105.01,48.17,3
235,5,4,60.0,300.29,468.92,78.40,31.09,1,6.04,-62.88,4
236,1,4,330.0,400.00,500.00,93.93,36.96,1,0.00,0.00,1
236,2,1,270.0,421.41,463.04,78.17,36.96,1,9.23,-69.56,2
236,4,3,60.0,426.05,393.48,84.48,30.76,2,46.63,38.54,3
236,5,2,180.0,529.90,469.24,99.48,30.83,2,7.77,-53.09,4
237,1,0,240.0,400.00,500.00,75.72,24.70,1,0.00,0.00,1
237,2,4,0.0,403.67,475.30,71.18,24.69,1,2.19,-58.76,2
237,3,2,120.0,406.01,416.55,30.34,24.66,1,192.91,52.02,3
237,5,3,150.0,596.47,468.54,79.14,24.66,1,3.44,-47.45,4
238,1,2,180.0,400.00,500.00,86.31,31.56,1,0.00,0.00,1
238,2,0,300.0,406.82,468.44,86.23,31.56,1,0.57,-51.54,2
238,4,4,240.0,406.48,416.90,102.82,31.58,1,4.45,-53.98,3
239,1,0,300.0,400.00,500.00,84.27,28.24,1,0.00,0.00,1
239,2,3,0.0,402.21,471.76,77.50,28.27,1,6.01,-48.55,2
239,4,4,240.0,408.13,423.18,60.95,27.56,1,60.30,10.58,3
240,1,3,210.0,400.00,500.00,62.39,21.20,1,0.00,0.00,1
240,2,2,150.0,377.85,478.80,33.89,21.26,1,80.29,-12.85,2
240,4,4,210.0,299.28,465.89,67.48,21.26,2,23.24,-52.01,3
241,1,0,60.0,400.00,500.00,86.66,28.39,1,0.00,0.00,1
241,2,1,60.0,400.11,471.61,40.38,26.83,1,114.87,1.56,2
241,4,3,120.0,286.48,473.17,81.05,27.53,2,37.51,-32.59,3
241,5,4,0.0,329.43,439.88,72.73,27.54,1,3.38,-58.40,4
242,1,4,330.0,400.00,500.00,93.93,36.96,1,0.00,0.00,1
242,3,1,0.0,421.41,463.04,81.73,36.97,1,3.34,-57.68,2
242,4,0,330.0,424.73,405.35,93.08,36.98,1,8.83,-45.59,3
242,5,2,330.0,416.09,359.79,51.41,31.00,1,94.13,108.77,4
243,1,3,90.0,400.00,500.00,68.14,29.07,1,0.00,0.00,1
243,2,0,90.0,446.60,470.93,58.34,29.08,1,2.25,-46.79,2
244,1,2,90.0,400.00,500.00,92.87,31.73,1,0.00,0.00,1
244,2,0,90.0,399.42,468.27,84.11,31.73,1,8.62,-48.11,2
244,5,1,270.0,408.00,420.16,44.70,26.28,1,135.84,53.49,3
245,1,3,60.0,400.00,500.00,66.52,28.26,1,0.00,0.00,1
245,2,1,180.0,362.11,471.74,64.59,28.25,1,14.24,-45.27,2
245,5,4,180.0,375.90,426.49,49.17,28.26,1,108.60,28.14,3
246,1,3,180.0,400.00,500.00,66.77,22.20,1,0.00,0.00,1
246,3,4,210.0,392.36,477.80,49.53,22.13,1,11.98,-61.66,2
247,1,1,270.0,400.00,500.00,62.64,26.32,1,0.00,0.00,1
247,2,4,30.0,359.55,473.68,22.90,26.31,1,183.87,-14.78,2
247,4,2,60.0,175.31,458.91,59.54,26.31,1,4.99,-60.44,3
248,1,2,0.0,400.00,500.00,88.32,32.70,1,0.00,0.00,1
248,2,4,210.0,392.91,467.30,59.57,32.72,1,62.98,-16.38,2
248,4,3,180.0,332.57,450.90,72.31,32.72,1,15.82,-49.85,3
249,1,0,330.0,400.00,500.00,78.29,28.28,1,0.00,0.00,1
249,2,2,210.0,391.73,471.72,79.25,28.29,1,1.47,-50.52,2
249,3,3,120.0,393.06,421.19,50.93,26.90,1,92.38,-22.02,3
249,4,4,330.0,556.50,444.65,86.29,26.91,2,57.94,-29.66,4
250,1,3,0.0,400.00,500.00,89.16,30.14,1,0.00,0.00,1
250,2,0,270.0,398.88,469.86,87.90,30.14,1,1.55,-46.55,2
250,3,1,300.0,397.23,423.31,66.11,30.16,1,80.99,40.05,3
250,4,2,150.0,319.57,464.52,85.84,30.14,1,70.99,1.15,4
251,1,4,270.0,400.00,500.00,93.69,36.84,1,0.00,0.00,1
251,2,2,330.0,381.13,463.16,51.36,31.04,1,97.79,5.81,2
252,1,2,240.0,400.00,500.00,83.56,31.78,1,0.00,0.00,1
252,2,1,0.0,414.31,468.22,73.76,31.82,1,2.26,-47.12,2
252,5,0,330.0,416.44,421.06,50.16,27.85,1,76.65,51.03,3
253,1,3,240.0,400.00,500.00,53.08,21.54,1,0.00,0.00,1
253,2,4,0.0,356.95,478.46,37.92,21.60,1,12.19,-64.21,2
254,1,0,270.0,400.00,500.00,72.25,24.72,1,0.00,0.00,1
254,2,4,0.0,392.81,475.28,72.23,24.73,1,1.95,-58.58,2
254,3,3,90.0,394.88,416.69,71.64,24.76,2,88.23,1.13,3
254,4,1,60.0,567.13,459.75,67.44,24.76,1,8.37,-51.97,4
254,5,2,0.0,574.44,410.76,75.51,24.76,1,92.46,52.53,5
255,1,4,60.0,400.00,500.00,85.48,37.74,1,0.00,0.00,1
255,2,3,60.0,459.06,462.26,95.97,37.35,2,93.25,0.46,2
255,4,2,0.0,375.44,462.65,79.75,35.83,1,5.91,-53.65,3
256,1,1,240.0,400.00,500.00,72.14,26.07,1,0.00,0.00,1
256,2,2,270.0,377.07,473.93,62.70,26.09,1,0.89,-46.51,2
256,3,0,150.0,376.38,427.40,61.31,26.59,1,50.13,9.21,3
256,4,3,120.0,499.86,473.41,91.92,26.69,2,1.22,-56.06,4
256,5,4,210.0,502.62,417.10,46.75,26.07,2,139.93,-11.98,5
257,1,3,210.0,400.00,500.00,62.39,21.20,1,0.00,0.00,1
257,3,1,330.0,377.85,478.80,51.55,21.23,1,0.27,-54.24,2
257,4,4,210.0,379.26,424.54,50.36,21.24,1,6.94,-53.64,3
258,1,4,180.0,400.00,500.00,96.13,35.63,1,0.00,0.00,1
258,4,0,180.0,394.87,464.37,27.03,25.76,1,162.64,9.84,2
259,1,4,120.0,400.00,500.00,90.81,35.40,1,0.00,0.00,1
259,2,0,0.0,413.13,464.60,28.19,26.58,1,166.09,8.82,2
259,3,2,240.0,246.82,473.42,56.86,26.59,1,74.67,-6.91,3
260,1,0,300.0,400.00,500.00,84.27,28.24,1,0.00,0.00,1
260,3,4,330.0,402.21,471.76,79.77,28.24,1,9.20,-56.34,2
260,5,1,0.0,396.39,415.42,34.07,24.25,1,153.85,18.25,3
261,1,2,0.0,400.00,500.00,88.32,32.70,1,0.00,0.00,1
261,2,1,120.0,392.91,467.30,43.59,24.85,1,72.67,7.86,2
261,5,4,180.0,320.78,475.15,42.47,24.85,1,116.89,-19.23,3
262,1,2,300.0,400.00,500.00,82.03,31.01,1,0.00,0.00,1
262,2,4,30.0,380.70,468.99,39.64,31.00,1,153.02,-8.81,2
262,5,3,210.0,226.39,460.19,87.83,31.00,2,67.09,-3.77,3
263,1,2,60.0,400.00,500.00,84.42,32.21,1,0.00,0.00,1
263,2,0,30.0,413.31,467.79,52.82,27.57,1,56.54,5.07,2
263,3,3,90.0,305.38,472.43,76.64,27.60,2,38.84,-53.96,3
264,1,4,210.0,400.00,500.00,91.83,35.92,1,0.00,0.00,1
264,2,3,210.0,415.97,464.08,88.03,35.93,2,58.24,-10.97,2
264,4,0,90.0,472.53,453.10,30.21,24.84,1,178.44,18.95,3
264,5,2,210.0,651.69,475.16,78.60,24.85,2,95.06,-10.49,4
265,1,3,150.0,400.00,500.00,73.29,24.13,1,0.00,0.00,1
265,2,2,120.0,404.97,475.87,73.74,24.13,1,4.23,-56.34,2
265,4,4,30.0,402.42,419.53,38.71,24.14,1,162.04,35.77,3
266,1,4,30.0,400.00,500.00,95.37,37.68,1,0.00,0.00,1
266,2,3,330.0,381.16,462.32,36.47,28.02,1,138.17,9.67,2
267,1,1,180.0,400.00,500.00,79.15,25.93,1,0.00,0.00,1
267,2,3,210.0,402.71,474.07,90.18,34.86,2,38.67,-9.03,2
267,3,0,60.0,336.60,456.11,35.78,27.24,1,178.15,15.34,3
268,1,4,0.0,400.00,500.00,103.67,36.84,1,0.00,0.00,1
268,2,2,90.0,400.01,463.16,97.60,36.84,1,4.42,-64.79,2
268,3,3,150.0,402.23,398.37,59.13,31.96,1,122.03,-1.90,3
268,5,1,90.0,590.68,466.14,100.34,31.96,2,64.12,-3.78,4
269,1,3,30.0,400.00,500.00,77.15,28.57,1,0.00,0.00,1
269,2,2,330.0,383.64,471.43,33.51,28.60,1,166.05,-2.40,2
269,4,1,60.0,547.58,469.00,76.12,27.43,2,90.08,3.57,3
270,1,1,90.0,400.00,500.00,63.17,26.59,1,0.00,0.00,1
270,2,2,150.0,448.41,473.41,63.63,27.72,1,16.02,-43.03,2
270,3,4,0.0,426.40,429.25,48.42,27.79,1,109.59,26.17,3
271,1,0,120.0,400.00,500.00,77.85,24.81,1,0.00,0.00,1
271,2,4,180.0,398.22,475.19,33.38,24.82,1,111.99,-19.26,2
271,3,2,30.0,284.77,455.93,57.41,24.82,1,3.01,-58.11,3
271,4,1,240.0,286.72,397.80,68.76,24.82,1,1.06,-53.32,4
271,5,3,60.0,287.78,344.63,49.50,24.24,3,31.83,38.08,5
272,1,3,0.0,400.00,500.00,89.16,30.14,1,0.00,0.00,1
272,2,0,270.0,398.88,469.86,87.90,30.14,1,1.55,-46.55,2
272,4,1,270.0,397.23,423.31,44.99,24.83,1,122.55,50.79,3
273,1,4,330.0,400.00,500.00,93.93,36.96,1,0.00,0.00,1
273,2,2,60.0,421.41,463.04,79.95,36.97,1,5.60,-64.41,2
273,3,1,180.0,423.51,398.62,76.02,25.21,2,61.95,10.07,3
274,1,2,30.0,400.00,500.00,93.09,31.61,1,0.00,0.00,1
274,2,4,270.0,399.86,468.39,84.98,31.63,1,2.65,-61.08,2
274,3,3,270.0,394.47,407.29,91.43,32.55,2,109.16,-9.22,3
274,4,0,0.0,423.54,450.28,53.89,29.39,1,157.16,17.29,4
275,1,1,210.0,400.00,500.00,75.79,25.95,1,0.00,0.00,1
275,2,0,0.0,393.89,474.05,62.60,26.59,1,13.08,-39.82,2
275,5,2,210.0,412.62,433.59,44.61,26.62,1,109.44,33.70,3
276,1,4,120.0,400.00,500.00,90.81,35.40,1,0.00,0.00,1
276,2,0,0.0,413.13,464.60,28.19,26.58,1,166.09,8.82,2
276,3,1,0.0,246.82,473.42,75.83,26.63,2,81.77,-5.44,3
276,4,2,150.0,328.54,467.93,88.43,26.58,2,44.12,-29.52,4
277,1,3,270.0,400.00,500.00,125.81,47.91,1,0.00,0.00,1
277,4,1,210.0,400.01,452.09,41.43,25.19,1,72.04,22.73,2
277,5,2,330.0,330.48,474.81,75.49,25.20,2,28.22,-46.31,3
278,1,4,330.0,400.00,500.00,93.93,36.96,1,0.00,0.00,1
278,3,2,60.0,421.41,463.04,79.95,36.97,1,5.60,-64.41,2
278,4,3,300.0,423.51,398.62,96.79,36.18,2,68.93,8.90,3
279,1,2,90.0,400.00,500.00,92.87,31.73,1,0.00,0.00,1
279,2,1,0.0,399.42,468.27,93.24,31.75,1,1.50,-47.24,2
279,3,0,0.0,400.51,421.01,114.07,31.72,1,0.43,-43.64,3
280,1,4,0.0,400.00,500.00,103.67,36.84,1,0.00,0.00,1
280,2,0,150.0,400.01,463.16,27.34,23.78,1,138.04,13.09,2
280,4,1,60.0,535.97,476.22,76.20,25.12,2,56.45,-13.79,3
281,1,4,150.0,400.00,500.00,97.62,35.60,1,0.00,0.00,1
281,2,0,30.0,396.42,464.40,31.00,26.32,1,148.92,9.27,2
281,3,2,150.0,247.70,473.68,60.86,26.38,1,53.82,-5.68,3
281,5,3,180.0,193.43,467.94,73.28,26.38,1,2.10,-45.28,4
282,1,1,180.0,400.00,500.00,79.15,25.93,1,0.00,0.00,1
282,3,2,30.0,402.71,474.07,80.73,25.97,1,1.16,-46.94,2
282,4,4,270.0,401.60,427.09,94.12,26.20,1,2.95,-61.13,3
283,1,4,0.0,400.00,500.00,103.67,36.84,1,0.00,0.00,1
283,2,0,270.0,400.01,463.16,99.52,36.84,1,3.69,-57.80,2
283,3,2,210.0,401.87,405.36,56.84,32.35,1,127.30,62.03,3
283,4,1,210.0,275.27,467.65,71.06,25.19,1,89.46,7.16,4
283,5,3,90.0,185.82,474.81,102.90,25.24,1,1.38,-61.55,5
284,1,2,330.0,400.00,500.00,85.36,32.68,1,0.00,0.00,1
284,2,0,120.0,428.22,467.32,24.01,24.19,1,163.34,8.48,2
284,4,4,270.0,591.16,475.81,51.16,24.18,1,70.47,-15.55,3
285,1,2,150.0,400.00,500.00,88.37,30.92,1,0.00,0.00,1
285,3,0,30.0,396.53,469.08,38.13,26.34,1,118.12,4.59,2
285,4,4,240.0,281.07,473.66,77.99,26.34,2,54.17,-19.26,3
286,1,4,90.0,400.00,500.00,82.48,36.24,1,0.00,0.00,1
286,2,1,90.0,434.05,463.76,39.78,24.59,1,85.33,11.62,2
286,3,3,30.0,350.94,475.41,52.28,24.61,1,60.49,-24.16,3
287,1,3,210.0,400.00,500.00,62.39,21.20,1,0.00,0.00,1
287,2,0,180.0,377.85,478.80,27.50,21.20,1,119.94,-4.60,2
287,3,2,240.0,259.64,474.20,50.95,21.20,1,52.04,-5.25,3
288,1,4,240.0,400.00,500.00,101.68,35.87,1,0.00,0.00,1
288,2,3,180.0,400.05,464.13,88.60,36.87,2,63.42,-12.29,2
288,4,2,150.0,455.74,450.84,81.03,36.84,1,1.42,-61.83,3
289,1,0,270.0,400.00,500.00,72.25,24.72,1,0.00,0.00,1
289,2,3,30.0,392.81,475.28,44.62,24.73,1,50.10,-24.04,2
289,3,2,30.0,342.29,451.23,53.81,24.73,1,6.24,-71.96,3
289,5,1,210.0,339.12,379.27,88.36,24.73,2,52.56,-2.91,4
290,1,2,240.0,400.00,500.00,83.56,31.78,1,0.00,0.00,1
290,2,0,120.0,414.31,468.22,73.85,31.79,1,0.88,-47.76,2
290,3,3,120.0,413.32,420.45,43.42,31.33,1,148.02,48.21,3
290,5,1,60.0,562.59,468.67,80.63,31.34,1,14.25,-45.96,4
291,1,4,180.0,400.00,500.00,96.13,35.63,1,0.00,0.00,1
291,4,2,60.0,394.87,464.37,87.39,35.62,1,7.69,-66.34,2
291,5,3,240.0,390.95,398.03,24.53,32.48,1,284.22,-17.90,3
292,1,2,330.0,400.00,500.00,85.36,32.68,1,0.00,0.00,1
292,2,1,60.0,428.22,467.32,43.54,27.00,1,96.68,5.63,2
292,3,4,90.0,330.29,473.00,86.98,27.25,2,42.43,-45.16,3
292,4,0,120.0,376.09,427.59,38.81,24.18,1,153.33,44.45,4
293,1,3,240.0,400.00,500.00,53.08,21.54,1,0.00,0.00,1
293,2,4,270.0,356.95,478.46,51.48,21.62,2,80.79,-28.01,2
294,1,4,150.0,400.00,500.00,97.62,35.60,1,0.00,0.00,1
294,2,1,120.0,396.42,464.40,38.49,24.85,1,95.29,10.74,2
294,3,3,90.0,304.93,475.15,57.06,24.90,1,1.85,-61.88,3
294,5,0,210.0,304.51,413.22,35.86,24.87,1,171.48,47.91,4
295,1,1,150.0,400.00,500.00,72.23,26.11,1,0.00,0.00,1
295,3,3,210.0,415.09,473.89,89.49,34.61,2,40.05,-8.64,2
295,5,2,90.0,351.75,456.75,45.51,31.28,1,175.08,10.20,3
296,1,2,180.0,400.00,500.00,86.31,31.56,1,0.00,0.00,1
296,3,0,300.0,406.82,468.44,86.23,31.56,1,0.57,-51.54,2
296,5,4,210.0,406.48,416.90,70.66,31.59,1,72.91,39.71,3
297,1,2,300.0,400.00,500.00,82.03,31.01,1,0.00,0.00,1
297,2,3,270.0,380.70,468.99,67.71,31.02,1,0.02,-71.59,2
297,3,4,240.0,380.67,397.40,42.71,31.04,1,135.95,60.91,3
297,5,0,330.0,249.11,458.36,79.82,31.04,1,3.60,-57.67,4
298,1,4,300.0,400.00,500.00,86.05,38.02,1,0.00,0.00,1
298,2,0,300.0,446.96,461.98,30.16,25.22,1,138.53,12.82,2
298,5,2,90.0,582.02,474.78,59.75,25.22,1,0.46,-52.98,3
299,1,0,90.0,400.00,500.00,69.79,24.89,1,0.00,0.00,1
299,2,1,270.0,425.27,475.11,78.06,24.85,2,47.47,-10.68,2
299,3,4,150.0,376.62,464.47,51.87,24.84,1,80.56,-8.54,3
299,5,2,270.0,286.56,456.05,67.64,24.84,1,2.66,-57.59,4
300,1,3,150.0,400.00,500.00,73.29,24.13,1,0.00,0.00,1
300,2,2,240.0,404.97,475.87,73.12,24.13,1,3.95,-56.84,2
300,3,1,150.0,402.97,419.03,95.37,24.13,1,0.21,-51.87,3
300,4,0,90.0,402.47,367.38,19.86,24.17,1,285.87,106.47,4
